"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","Rost%"
"Lucas Gilbreath","COL","RP","42.8","39","2","0","4.91","1.54","23","44","22","5","41","0","2","0","0%"
"Kyle Hendricks","LAA","SP,RP","123.0","86","6","0","5.03","1.39","69","135","36","21","23","23","9","0","0%"
"Tanner Gordon","COL","SP","35.6","26","1","0","5.24","1.43","21","41","10","6","25","2","2","0","0%"
"Evan Justice","COL","RP","34.8","33","1","0","5.31","1.68","21","35","24","4","34","0","2","0","0%"
"Adam Oller","","SP,RP","34.0","28","1","0","5.51","1.53","21","36","16","6","12","3","3","0","2%"
"Kyle Muller","","SP,RP","52.2","42","2","0","5.10","1.48","30","56","21","9","13","9","3","0","0%"
"Kyle Freeland","COL","SP","150.2","107","7","0","5.08","1.42","85","172","42","25","27","27","11","0","0%"
"Austin Gomber","COL","SP","148.8","104","7","0","5.12","1.41","85","168","41","27","27","27","11","0","0%"
"Antonio Senzatela","COL","SP","124.2","78","5","0","5.25","1.50","72","148","39","18","32","23","9","0","0%"
"Nick Nastrini","CWS","SP","70.3","61","3","0","5.39","1.54","42","69","40","12","19","12","6","0","0%"
"Carlos Vargas","SEA","RP","43.9","37","2","0","3.96","1.36","19","42","17","5","43","0","2","0","0%"
"Hagen Danner","SEA","C,RP","24.5","25","1","0","3.86","1.25","10","22","9","3","24","0","1","0","0%"
"Jack Dashwood","LAA","RP","37.2","34","2","0","4.44","1.33","18","37","13","6","36","0","2","0","0%"
"Mike Baumann","","RP","38.3","37","2","0","4.40","1.39","19","35","18","4","33","0","1","0","0%"
"Austin Adams","BOS","RP","26.1","31","1","0","4.30","1.36","12","22","13","3","27","0","1","0","1%"
"Carlos Rodriguez","MIL","SP","26.0","24","1","0","4.40","1.31","13","24","10","4","13","3","2","0","0%"
"Luis Gonzalez","BAL","RP","28.6","27","1","0","4.43","1.34","14","28","10","4","28","0","1","0","0%"
"Ryan Webb","CLE","SP","20.5","18","1","0","4.20","1.38","10","20","8","3","20","0","1","0","0%"
"Will Smith","","RP","31.1","27","1","0","4.62","1.34","16","30","11","5","31","0","2","0","7%"
"Jake Bird","COL","RP","59.1","50","2","1","4.61","1.47","30","62","25","7","54","0","4","0","0%"
"Patrick Monteverde","MIA","SP","32.0","23","2","0","4.81","1.40","17","34","11","5","22","2","2","0","0%"
"Matt Krook","ATH","RP","16.0","16","1","0","4.21","1.45","7","14","9","2","16","0","1","0","0%"
"Bradgley Rodriguez","SD","RP","22.5","21","1","0","4.44","1.42","11","21","11","3","22","0","1","0","0%"
"Braydon Fisher","TOR","SP,RP","18.0","18","1","0","4.50","1.45","9","16","10","2","18","0","1","0","0%"
"Matt Pushard","MIA","RP","18.9","16","1","0","4.54","1.41","10","19","8","3","19","0","1","0","0%"
"Antonio Jimenez","SF","RP","19.0","15","1","0","4.48","1.41","9","19","8","2","19","0","1","0","0%"
"Yoniel Curet","TB","SP","17.1","19","1","0","4.51","1.48","9","14","12","3","5","3","1","0","0%"
"Joey Gerber","TB","RP","19.0","18","1","0","4.63","1.44","10","19","9","3","19","0","1","0","0%"
"Andry Lara","WSH","SP","22.1","16","1","0","4.65","1.39","11","23","8","3","22","0","1","0","0%"
"Andre Granillo","STL","RP","16.1","15","1","0","4.60","1.45","8","15","8","2","16","0","1","0","0%"
"Josh Ekness","MIA","RP","12.0","11","1","0","4.71","1.45","6","12","6","2","12","0","1","0","0%"
"Connor Prielipp","MIN","SP","22.0","21","1","0","4.66","1.46","11","21","11","3","22","0","1","0","0%"
"Matt Svanson","STL","RP","22.8","16","1","0","4.51","1.44","11","24","9","3","23","0","1","0","0%"
"Cole Henry","WSH","SP,RP","44.9","38","2","0","4.91","1.45","25","43","22","7","42","0","3","0","0%"
"Jonathan Heasley","CWS","RP","21.4","16","1","0","4.86","1.39","12","23","7","3","19","0","1","0","0%"
"Anthony Hoopii-Tuionetoa","CWS","P","14.0","12","1","0","4.91","1.43","8","14","6","2","14","0","1","0","0%"
"Robinson Pina","MIA","SP","11.9","9","1","0","4.92","1.42","7","13","3","2","3","2","1","0","0%"
"Joel Peguero","SF","RP","16.0","12","1","0","4.61","1.50","8","17","7","2","16","0","1","0","0%"
"Ryan Cusick","ATH","SP,RP","14.0","11","1","0","5.03","1.53","8","14","8","2","14","0","1","0","0%"
"Andrew Moore","CIN","RP","28.3","30","1","0","4.86","1.54","15","26","17","4","28","0","2","0","0%"
"Moises Chace","PHI","SP,RP","7.8","8","0","0","4.99","1.55","4","7","5","1","2","2","1","0","0%"
"Rodolfo Martinez","BAL","RP","18.0","17","0","0","5.00","1.44","10","18","8","3","18","0","0","0","0%"
"Ryan Johnson","LAA","SP","12.0","11","0","0","5.25","1.42","7","12","5","2","12","0","0","0","0%"
"Juan Mejia","COL","RP","20.4","18","1","0","5.00","1.58","11","21","11","3","21","0","1","0","0%"
"Jacob Wallace","KC","RP","11.6","10","0","0","4.85","1.53","6","11","7","1","12","0","1","0","0%"
"Luis Mey","CIN","RP","38.1","34","2","0","5.36","1.69","23","39","26","5","37","0","2","0","0%"
"Tanner Dodson","ATH","CF,RP","10.8","8","0","0","4.79","1.60","6","11","6","1","11","0","1","0",""
""
""
